"";"index";"all_text";"vuln"
"2931";"8267";"merge pull request 104 from lightsaml insead asim master fixed warning for php 7 2";"good"
"2932";"9102";"build fix";"good"
"2933";"2275";"prevent infinite loop";"bad"
"2934";"1609";"x escape the input on ajax search";"bad"
"2935";"12217";"fixed a bug where you would get a php warning if you submitted a non numeric value in a number field when running php 7";"good"
"2936";"9567";"missing element in prelocked_mode_name array different fix for a63a250d40 bug 23509275 dbug_print in thd decide_logging_format print incorrectly access out of bound";"good"
"2937";"3090";"posix_acl clear sgid bit when setting file permission when file permission are modified via chmod 2 and the user is not in the owning group or capable of cap_fsetid the setgid bit is cleared in inode_change_ok setting a posix acl via setxattr 2 set the file permission a well a the new acl but doesn t clear the setgid bit in a similar way this allows to bypass the check in chmod 2 fix that reference cve 2016 7097 reviewed by christoph hellwig hch lst de reviewed by jeff layton jlayton redhat com signed off by jan kara jack suse cz signed off by andreas gruenbacher agruenba redhat com";"bad"
"2938";"4019";"http github com imagemagick imagemagick issue 715";"bad"
"2939";"10165";"batman adv directly check read of icmp packet in copy_from_user the access_ok read check can be directly done in copy_from_user since a failure of access_ok is handled the same way a an error in __copy_from_user signed off by sven eckelmann sven narfation org signed off by marek lindner lindner_marek yahoo de";"good"
"2940";"4184";"fix 8764 huge vd_aux caused pointer wraparound";"bad"
"2941";"8532";"stream event fix mapping";"good"
"2942";"12141";"chg added exit 0 to start sh to make vagrant happy";"good"
"2943";"12775";"containertype attack";"good"
"2944";"3057";"7488 bcopy and bzero should mind signed bit reviewed by jerry jelinek jerry jelinek joyent com reviewed by patrick mooney patrick mooney joyent com approved by richard lowe richlowe richlowe net";"bad"
"2945";"11136";"usb serial io_ti fix null deref in interrupt callback fix a null pointer dereference in the interrupt callback should a malicious device send data containing a bad port number by adding the missing sanity check fix 1da177e4c3f4 linux 2 6 12 rc2 cc stable stable vger kernel org signed off by johan hovold johan kernel org";"good"
"2946";"4700";"fix issue 674 move regexp limit to limit h";"bad"
"2947";"6672";"update readme a unmaintained";"good"
"2948";"2207";"merge pull request 1374 from jordyzomer develop fix cve 2018 19497";"bad"
"2949";"2523";"polkit when authorizing via pk let s re resolve callback userdata instead of caching it previously when doing an async pk query we d store the original callback userdata pair and call it again after the pk request is complete this is problematic since pk query might be slow and in the meantime the userdata might be released and re acquired let s avoid this by always traversing through the message handler so that we always re resolve the callback and userdata pair and thus can be sure it s up to date and properly valid";"bad"
"2950";"7985";"merge branch develop of git ssh git github com dolibarr dolibarr git into develop";"good"
"2951";"6553";"fix for x issue from 381";"bad"
"2952";"6847";"4 0 0 release";"good"
"2953";"11001";"fix undefined behavior in sign conversion";"good"
"2954";"2683";"lp 68469 missing escape";"bad"
"2955";"6739";"avcodec version bump micro version for nvdec cuviddec change i forgot to add the version bump and changelog within the change";"good"
"2956";"12932";"merge pull request 30 from project pier jondeg remove tool removing tool because they now reside in their own repository";"good"
"2957";"3504";"fixed cve 2020 7471 properly escaped stringagg delimiter parameter";"bad"
"2958";"6740";"avcodec mpeg4videodec fix nonsense warning since db772308941a2a338c7809f90d347219a6a93074 parsing of mpeg4 extradata lead to a failed to parse extradata warning because ff_mpeg4_decode_picture_header return averror_invaliddata in case that no vop wa found this patch add a parameter to signify whether a header where the absence of a vop doe not raise an error or not is parsed the first mode is of course used for parsing header signed off by andreas rheinhardt andreas rheinhardt googlemail com signed off by michael niedermayer michael niedermayer cc";"good"
"2959";"11124";"tweak libjpeg to honor jpegmem and set it in file format tester change id i6660ccc68d3c82bf6118c2106a9293fd37e801ae reviewed on http gerrit libreoffice org 35283 tested by jenkins ci libreoffice org reviewed by caolán mcnamara caolanm redhat com tested by caolán mcnamara caolanm redhat com";"good"
"2960";"4651";"fixed crash 274";"bad"
"2961";"3716";"invite fix invite_by_admins_only to be enforced in backend this is cve 2017 0896 apparently this setting never actually wa wired up to anything other than hiding the ui widget huge thanks to ibram marzouk from the hackerone community for finding this security bug";"bad"
"2962";"3583";"arm 6891 1 prevent heap corruption in oabi semtimedop when config_oabi_compat is set the wrapper for semtimedop doe not bound the nsops argument a sufficiently large value will cause an integer overflow in allocation size followed by copying too much data into the allocated buffer fix this by restricting nsops to semopm untested cc stable kernel org signed off by dan rosenberg drosenberg vsecurity com signed off by russell king rmk kernel arm linux org uk";"bad"
"2963";"3029";"1 9 x fixed x in admin s add change related popup this is a security fix";"bad"
"2964";"234";"admin fix series query remove typo from search_fields signed off by jan remmet j remmet phytec de signed off by stephen finucane stephen that guru";"bad"
"2965";"10740";"fix window server zip file name for backup";"good"
"2966";"7609";"merge pull request 2590 from ether release 1 5 3 release 1 5 3";"good"
"2967";"11647";"tty serial 8250_core c bug fix for exar chip the sleep function wa updated to put the serial port to sleep only when necessary this appears to resolve the errant behavior of the driver a described in kernel bug 61961 my exar corp xr17c d152 dual pci uart modem doe not work with 3 8 0 signed off by michael welling mwelling ieee org cc stable stable vger kernel org signed off by greg kroah hartman gregkh linuxfoundation org";"good"
"2968";"1705";"fixed issue no crsf check for uninstall theme reported by mustafa hasan";"bad"
"2969";"1747";"close bpo 34540 convert shutil _call_external_zip to use subprocess rather than distutils spawn";"bad"
"2970";"5576";"demux mp4 fix buffer overflow in parsing of string box we ensure that pbox i_size is never smaller than 8 to avoid an integer underflow in the third argument of the subsequent call to memcpy we also make sure no truncation occurs when passing value derived from the 64 bit integer p_box i_size to argument of malloc and memcpy that may be 32 bit integer on 32 bit platform signed off by jean baptiste kempf jb videolan org";"bad"
"2971";"6589";"fix possible self x in the page content page reported by linkey 2542566937 qq com";"bad"
"2972";"3587";"net ip_expire must revalidate route commit 4a94445c9a5c net use ip_route_input_noref in input path added a bug in ip defragmentation handling in case timeout is fired when a frame is defragmented we use last skb dst field when building final skb it dst is valid since we are in rcu read section but if a timeout occurs we take first queued fragment to build one icmp time exceeded message problem is all queued skb have weak dst pointer since we escaped rcu critical section after their queueing icmp_send might dereference a now freed and possibly reused part of memory calling skb_dst_drop and ip_route_input_noref to revalidate route is the only possible choice reported by denys fedoryshchenko denys visp net lb signed off by eric dumazet eric dumazet gmail com signed off by david s miller davem davemloft net";"bad"
"2973";"12836";"x list value this address an issue reported by security innovation where the plural name value is not sanitized which result in x possibility upon further investigation none of the create list value are sanitized so any of them could potentially house x this add sanitization to update create and add so that all content is safe from x before reaching the database and or being returned in error in addition this add a new argument to create called sanitize that determines wether or not to sanitize the content this argument is true by default lastly this sanitizes the _post var when updating the list property";"good"
"2974";"4010";"use constas for pattern";"bad"
"2975";"3943";"cve 2017 13030 pim redo bound check and add length check use nd_tcheck macro to do bound checking and add length check before the bound check add a bound check that the review process found wa missing this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s modified so the capture file won t be rejected a an invalid capture update one test output file to reflect the change";"bad"
